1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
828,-599,46,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
828,-599,46,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
828,-599,46,beer,1
611,-603,65,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
828,-599,46,beer,1
611,-603,65,beer,1
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
-228,1149,42,beer,1
1591,900,57,beer,1
-881,-1394,4,beer,1
737,298,46,beer,1
100,547,65,beer,1
536,103,47,beer,1
-1361,1198,30,redWine,3
-993,-1050,9,coke,5
-1653,-890,10,coke,5
-1394,-903,11,beer,1
-1778,-1046,5,coke,5
960,337,66,beer,1
477,698,63,beer,1
-1193,-754,13,beer,1
1413,567,56,beer,1
-658,947,33,water,4
-1459,877,29,coke,5
1307,292,54,beer,1
-1707,-1394,0,beer,1
1348,-274,52,water,4
596,786,51,beer,1
647,401,62,beer,1
-118,587,40,whiteWine,2
107,292,38,beer,1
78,700,64,beer,1
-1685,732,22,water,4
-1588,-446,16,beer,1
-171,909,43,whiteWine,2
-1704,518,21,coke,5
-1677,941,28,whiteWine,2
1234,1177,58,water,4
1225,809,59,whiteWine,2
-640,1241,34,water,4
671,-849,3,beer,1
704,-824,15,beer,1
-2338,-49,7,beer,1
763,-809,57,beer,1
615,-817,4,beer,1
-2448,-38,24,beer,1
828,-599,46,beer,1
611,-603,65,beer,1
532,-653,9,coke,5
1137,227,67,whiteWine,2
-1524,-436,15,beer,1
-1186,-1380,3,beer,1
-995,-439,19,beer,1
-1180,935,27,whiteWine,2
